"Gene","FBgn","Sub-group","Sub-sub-group","Confidence","Comments"
"TfIIA-L","FBgn0011289","DNA-binding with transcription factor activity","","",""
"TfIIA-S","FBgn0013347","DNA-binding with transcription factor activity","","",""
"TfIIA-S-2","FBgn0040338","DNA-binding with transcription factor activity","","",""
"TfIIB","FBgn0004915","DNA-binding with transcription factor activity","","",""
"TfIIEalpha","FBgn0015828","DNA-binding with transcription factor activity","","",""
"TfIIEbeta","FBgn0015829","DNA-binding with transcription factor activity","","",""
"TfIIFalpha","FBgn0010282","DNA-binding with transcription factor activity","","",""
"TfIIFbeta","FBgn0010421","DNA-binding with transcription factor activity","","",""
"TfIIS","FBgn0010422","DNA-binding with transcription factor activity","","",""
"tgo","FBgn0264075","DNA-binding with transcription factor activity","HLH","High","TFscore=2"
"TH1","FBgn0010416","Maybe TF","","",""
"Thd1","FBgn0026869","DNA-binding with transcription factor activity","AT_hook","","TFscore=NA"
"tHMG1","FBgn0038978","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"tHMG2","FBgn0038979","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"Tif-IA","FBgn0032988","DNA-binding with transcription factor activity","","",""
"tim","FBgn0014396","Maybe TF","","",""
"tin","FBgn0004110","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"tio","FBgn0028979","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Tip60","FBgn0026080","Chromatin regulation","","",""
"tj","FBgn0000964","DNA-binding with transcription factor activity","bZIP_Maf","Medium","TFscore=6"
"tll","FBgn0003720","DNA-binding with transcription factor activity","zf-C4","High","TFscore=1"
"tn","FBgn0265356","Maybe TF","","",""
"tna","FBgn0026160","DNA-binding with transcription factor activity","zf-MIZ","Medium","TFscore=6"
"toe","FBgn0036285","DNA-binding with transcription factor activity","Homeobox|PAX","Medium","TFscore=6"
"Top3alpha","FBgn0040268","DNA-binding with transcription factor activity","","",""
"topi","FBgn0037751","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"tou","FBgn0033636","DNA-binding with transcription factor activity","","",""
"toy","FBgn0019650","DNA-binding with transcription factor activity","Homeobox|PAX","High","TFscore=1"
"trem","FBgn0038767","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Trf","FBgn0010287","DNA-binding with transcription factor activity","","",""
"Trf2","FBgn0261793","DNA-binding with transcription factor activity","","",""
"trh","FBgn0262139","DNA-binding with transcription factor activity","HLH","","TFscore=2"
"Trl","FBgn0013263","DNA-binding with transcription factor activity","GAGA","High","TFscore=1"
"Trn-SR","FBgn0031456","Maybe TF","","",""
"trr","FBgn0023518","DNA-binding with transcription factor activity","","",""
"Trs20","FBgn0266724","Maybe TF","","",""
"trx","FBgn0003862","DNA-binding with transcription factor activity","","",""
"tsh","FBgn0003866","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"ttk","FBgn0003870","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"tup","FBgn0003896","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"Tusp","FBgn0039530","DNA-binding with transcription factor activity","","Medium",""
"twi","FBgn0003900","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"twin","FBgn0011725","Co-factor","","",""
"tx","FBgn0263118","DNA-binding with transcription factor activity","HLH","","TFscore=5"
"Ubx","FBgn0003944","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"unc-4","FBgn0024184","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"unpg","FBgn0015561","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Unr","FBgn0263352","DNA-binding with transcription factor activity","","",""
"Usf","FBgn0029711","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"ush","FBgn0003963","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=4"
"usp","FBgn0003964","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"Utx","FBgn0260749","Chromatin regulation","","",""
"vfl","FBgn0259789","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"vg","FBgn0003975","Co-factor","","",""
"vis","FBgn0033748","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"vnd","FBgn0261930","DNA-binding with transcription factor activity","Homeobox","","TFscore=1"
"vri","FBgn0016076","DNA-binding with transcription factor activity","bZIP","High","TFscore=1"
"Vsx1","FBgn0263511","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Vsx2","FBgn0263512","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"vvl","FBgn0086680","DNA-binding with transcription factor activity","Homeobox|Pou","High","TFscore=1"
"wash","FBgn0033692","Maybe TF","","",""
"waw","FBgn0024182","Maybe TF","","",""
"wda","FBgn0039067","Chromatin regulation","","",""
"wdn","FBgn0005642","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"wek","FBgn0001990","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"woc","FBgn0010328","DNA-binding with transcription factor activity","AT_hook","","TFscore=NA"
"wor","FBgn0001983","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Xbp1","FBgn0021872","DNA-binding with transcription factor activity","bZIP","Medium","TFscore=6"
"XNP","FBgn0039338","DNA-binding with transcription factor activity","","",""
"Xpd","FBgn0261850","DNA-binding with transcription factor activity","","",""
"Xrp1","FBgn0261113","DNA-binding with transcription factor activity","AT_hook","Medium","TFscore=6"
"yem","FBgn0005596","DNA-binding with transcription factor activity","","High",""
"yki","FBgn0034970","Co-factor","","",""
"YL-1","FBgn0032321","DNA-binding with transcription factor activity","YL1|YL1_C","","TFscore=NA"
"yps","FBgn0022959","DNA-binding with transcription factor activity","","",""
"z","FBgn0004050","DNA-binding with transcription factor activity","zeste","High","TFscore=1"
"zen","FBgn0004053","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"zen2","FBgn0004054","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"zf30C","FBgn0270924","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"zfh1","FBgn0004606","DNA-binding with transcription factor activity","Homeobox|zf-C2H2","High","TFscore=2"
"zfh2","FBgn0004607","DNA-binding with transcription factor activity","Homeobox|zf-C2H2","High","TFscore=5"
"Zif","FBgn0037446","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"ZnT49B","FBgn0033762","Maybe TF","DNA_bd_put","","TFscore=NA"
"Zyx","FBgn0011642","Maybe TF","","",""
